@relation cartagena_segura_reports

@attribute report_id numeric
@attribute incident_type {Hurto,Lesiones,Ruidos,Accidente_de_Transito,Vandalismo,Queja_Ciudadana}
@attribute hour numeric
@attribute zone {Centro,Getsemani,Bocagrande,Manga,Castillogrande,Pie_de_la_Popa}
@attribute priority {Alta,Media,Baja}

@data
597,Lesiones,15,Manga,Alta
598,Hurto,6,Centro,Alta
599,Ruidos,12,Manga,Baja
600,Accidente_de_Transito,20,Castillogrande,Media
601,Vandalismo,9,Castillogrande,Baja
602,Hurto,6,Centro,Alta
603,Hurto,13,Pie_de_la_Popa,Media
604,Hurto,4,Getsemani,Alta
605,Accidente_de_Transito,2,Getsemani,Alta
606,Accidente_de_Transito,22,Manga,Alta
607,Hurto,10,Manga,Alta
608,Queja_Ciudadana,10,Pie_de_la_Popa,Baja
609,Hurto,17,Manga,Alta
610,Ruidos,14,Getsemani,Baja
611,Accidente_de_Transito,11,Bocagrande,Media
612,Vandalismo,8,Castillogrande,Baja
613,Accidente_de_Transito,9,Bocagrande,Media
614,Vandalismo,11,Bocagrande,Baja
615,Lesiones,16,Getsemani,Alta
616,Vandalismo,5,Bocagrande,Baja
617,Hurto,6,Pie_de_la_Popa,Media
618,Vandalismo,13,Centro,Baja
619,Ruidos,12,Manga,Baja
620,Vandalismo,7,Centro,Baja
621,Ruidos,9,Castillogrande,Baja
622,Accidente_de_Transito,8,Manga,Alta
623,Ruidos,17,Bocagrande,Baja
624,Accidente_de_Transito,1,Castillogrande,Alta
625,Hurto,4,Manga,Alta
626,Hurto,4,Pie_de_la_Popa,Alta
627,Hurto,5,Pie_de_la_Popa,Media
628,Hurto,18,Pie_de_la_Popa,Media
629,Vandalismo,7,Pie_de_la_Popa,Baja
630,Hurto,15,Bocagrande,Media
